"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0141","AK0145","AK0164","AK0174","AK0175","Blank-1x"
"FA(20:1)",5.882389549612,7.57792130476891,238.585283712152,8.001668333879e-54,1.19784974958169e-50,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","FA",0,3379318.67854309,0,621.220035552979,0,0,0,0,3059.62016296387,0,0,7982.56058883667
"PS(32:1)",-0.0627482167442204,7.91450922608713,0.0444230876350957,0.833068425029681,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",354688.863525391,271234.795654297,233084.954345703,321206.164306641,184965.794128418,299950.661010742,388326.243896484,251746.480224609,322256.099975586,311107.397338867,195200.594604492,46530.3833007812
"PS(32:2)",0.0234625762144691,8.88314339466241,0.00620020102360285,0.937238350862524,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",759250.698242188,856269.903930664,543710.246704102,623353.046020508,477367.597412109,488171.895629883,655600.594970703,719415.454345703,714752.313354492,612552.192993164,383782.12902832,55436.1639404297
"PS(32:3)",0.0484710429721446,7.93852452379483,0.0264466254011495,0.870814343958541,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",445790.079925537,249149.418273926,171325.292175293,368453.327941895,187872.651855469,437753.324584961,304332.582275391,344527.964050293,212495.777038574,443667.315979004,168874.751403809,40933.7030029297
"PS(32:4)",-0.0934298150911986,7.01326009306078,0.098538196966274,0.753590957110943,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",143656.587524414,145085.790405273,103097.285583496,141614.129516602,77864.845703125,143238.972229004,173985.392150879,181612.013824463,128290.649230957,134298.80871582,70265.865234375,36274.1226806641
"PS(34:0)",-0.0744555397166712,8.05725697415795,0.0625595744386374,0.80249522980885,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",389003.530212402,276227.156311035,196776.454406738,335672.207092285,203934.79473877,349408.52947998,368460.903259277,296977.620056152,287319.720153809,354321.084289551,230893.594421387,58384.7643432617
"PS(34:1)",-0.0181734220582567,8.19668133059193,0.00372311063074448,0.951345433071402,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",447391.14855957,376994.709350586,284456.480712891,412536.77355957,247659.935302734,400658.027587891,519090.563354492,278225.536254883,412119.393920898,325999.687011719,294974.403320312,47011.1235351562
"PS(34:2)",0.0622562060300531,8.13766434868611,0.043614758997137,0.834571997791637,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",382456.905334473,430122.830688477,336156.039978027,423662.453186035,249266.420410156,354478.289611816,461707.872497559,333550.659851074,375321.846374512,340128.259521484,231434.816162109,41762.0230102539
"PS(34:3)",0.0277665822533996,8.25030624405335,0.0086827016695743,0.925759756113726,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",454282.602844238,422620.712646484,307842.883605957,441977.094421387,273764.401611328,405508.40814209,505605.596435547,321983.601501465,407386.67388916,411036.495300293,252005.698486328,46848.563293457
"PS(34:4)",-0.228981630700621,8.02430023474574,0.593069987102353,0.441234423169104,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",299016.178771973,363710.183898926,214922.353088379,281229.179138184,175285.874450684,241011.596862793,364059.442199707,249805.995056152,297350.198791504,499549.230529785,188681.111633301,59999.7846069336
"PS(34:5)",-0.252138320541679,8.02695900462195,0.719277501695615,0.396381003980356,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",223427.217285156,294681.997924805,197360.134521484,207241.512084961,132037.374267578,202471.499389648,253500.913330078,347108.612915039,239064.380126953,370364.468139648,126317.268920898,87353.4464111328
"PS(34:5)_2",-0.325655859277188,8.08304212410922,1.2007160136709,0.273178617190646,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",235584.519165039,354404.507202148,199967.491455078,215743.936401367,137747.986938477,203427.83581543,255879.895812988,350685.218994141,241936.597045898,521027.555297852,141618.689941406,83305.9061279297
"PS(34:6)",0.0814127909375659,8.18566883610748,0.0745510662164861,0.784822151601753,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",273399.941650391,222803.439453125,184467.469726562,240683.056396484,130494.492919922,432902.081542969,272474.422119141,263832.299072266,211698.859863281,246655.178466797,131021.788330078,111693.907714844
"PS(36:0)",-0.183261232793118,8.75966275878711,0.379661146968829,0.537784640547295,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",624982.917724609,549726.259521484,411101.546508789,577917.748046875,361010.948242188,561838.977294922,848984.502685547,416425.188598633,698749.931396484,464549.013183594,519143.979248047,62593.2846679688
"PS(36:1)",-0.706613596433083,9.92607430890213,5.65408152058444,0.0174147928709986,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",1640765.65380859,849653.400878906,679810.110595703,1135021.76416016,706095.805664062,1239309.12744141,2018711.56616211,591029.056396484,2094703.26513672,608828.849121094,2725515.42724609,76853.3852539062
"PS(36:2)",-0.335666965701766,9.05074676176464,1.27579118755602,0.258683061901842,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",836774.738464355,637871.604064941,468279.656066895,690474.10760498,407026.774841309,708545.763122559,1090895.46173096,451731.786193848,961598.00579834,533946.550354004,863068.299255371,61074.1245727539
"PS(36:3)",-0.240230157586428,8.30785630933386,0.652858466044108,0.419092553512868,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",480132.886047363,398111.705993652,289724.041931152,404263.752868652,261847.518981934,354522.188659668,649349.278503418,299981.324645996,559397.114929199,372159.982849121,336293.882080078,47204.223449707
"PS(36:4)",-0.0863433797215759,7.86580813799275,0.0841489243273372,0.771751715815007,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",324420.180419922,267112.376831055,217244.016845703,296030.298706055,182587.451049805,264702.236816406,428012.215087891,208091.99609375,334511.879882812,267916.659118652,179395.415771484,48313.8834228516
"PS(36:5)",-0.0959918332141473,7.40721437487496,0.104022473926762,0.74705488608857,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",213265.294342041,202129.334381104,150693.891571045,195455.035797119,122843.989898682,182715.893096924,276182.897491455,197148.470916748,219325.398223877,172084.51272583,115946.129302979,40359.063079834
"PS(36:6)",-0.0924216765650687,7.66623039466898,0.0964234027260318,0.756164656261222,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",265083.199645996,246584.63482666,183140.074279785,258223.69543457,160996.329040527,241616.240661621,321330.743896484,245966.47644043,262557.155639648,226376.196105957,168187.912109375,41479.2830200195
"PS(36:7)",-0.0287799001485387,8.29770356391751,0.0093390796573658,0.9230131523756,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",447997.389404297,413232.470581055,300088.08190918,430816.55480957,280088.514526367,419221.594726562,512068.835083008,326564.845336914,413569.741210938,391490.107543945,307172.517822266,51928.9438476562
"PS(36:8)",-0.0390896677514396,8.75921064743581,0.0172321735117293,0.895560636406234,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",647798.170654297,697261.119628906,480563.539550781,602943.327636719,406226.607299805,518064.736694336,732258.572143555,529402.358459473,681499.919799805,510772.25177002,428964.947143555,53058.4835205078
"PS(38:0)",-0.213279175379003,8.90863177036766,0.514426866784561,0.473228753237324,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",737260.491760254,676565.121154785,480196.803161621,651133.70916748,436539.691223145,568299.65838623,1034611.19818115,469876.387512207,886711.317687988,570736.1015625,544607.424743652,53530.4038696289
"PS(38:1)",-0.464583293729995,9.57139712011235,2.44553048079251,0.117860034696129,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",1181170.4317627,888497.200683594,866211.575317383,980823.489257813,666120.469238281,797472.218994141,1695495.22509766,712835.022583008,1548199.51489258,807284.817138672,1398327.50366211,56040.3439941406
"PS(38:2)",-0.209806131551959,10.4017624055618,0.49779168598252,0.480472046559704,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",2063764.8046875,1949738.00927734,2251561.03417969,2075555.79040527,1345096.06726074,1361074.42102051,2462479.56054688,1829456.50543213,2493024.94152832,1954338.93560791,1884477.28088379,49190.8636474609
"PS(38:3)",-0.467664380236554,8.1295715306855,2.47805754229921,0.115444750119612,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",393389.866638184,298622.205444336,233269.216247559,340594.127746582,191019.954528809,331914.943054199,510234.57220459,239954.717834473,500795.340759277,261133.035400391,519852.891662598,40466.6228637695
"PS(38:4)",-0.0796996022316415,8.70935722446315,0.0716897607853753,0.788892193731536,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",698160.254150391,405753.725341797,375727.768310547,633402.297607422,314205.783447266,755825.557373047,851426.151367187,413723.935424805,622766.466796875,373538.967773438,510517.292724609,56082.0036621094
"PS(38:5)",-0.122915185797922,7.96103016571044,0.170635688969469,0.679547467687267,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",322395.538635254,306507.965515137,221359.980895996,288331.180236816,183493.314758301,300138.582946777,446212.688049316,209281.016052246,349438.142028809,234938.696472168,253110.418029785,53100.4436645508
"PS(38:6)",-0.119252602334931,8.37249600706988,0.16060975623941,0.688595748541916,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",471930.661437988,449738.889892578,331853.366455078,436760.067016602,299856.720031738,414224.187255859,690149.878295898,304628.200195312,532713.524780273,364850.668640137,338106.03137207,48020.203125
"PS(38:7)",-0.327454761713266,9.00311774422721,1.21405142405274,0.270531229514878,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",738188.398986816,655940.224304199,470613.825622559,649071.750793457,576819.022644043,576610.416809082,1123023.3805542,393758.434082031,970855.403137207,530376.735290527,863670.223083496,48050.2230834961
"PS(38:8)",-0.387491889006593,8.76935905561235,1.70072749868086,0.192192863632336,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",661899.29510498,557164.518615723,403706.554138184,561120.336242676,371378.059509277,492688.816711426,1035019.90759277,384053.046936035,897624.277160645,478446.415893555,604406.560852051,45748.1032104492
"PS(38:9)",-0.0987867729410296,8.7079018813563,0.110176056618002,0.739943786841162,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",599093.089691162,562814.202606201,502215.434539795,571865.580657959,392973.464324951,484501.712249756,778398.128143311,434431.928436279,678442.130462646,523324.451873779,419870.235687256,54494.3039855957
"PS(40:0) | PS(P-42:6)",-0.0591066663968941,11.1527264272464,0.0394148338236846,0.842629089411387,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",3561274.72338867,3044277.44091797,3311144.02075195,2989699.59350586,1606968.21826172,2829329.50854492,4597381.9609375,1865436.09082031,4413928.52661133,3533387.97241211,1284276.55053711,303136.499755859
"PS(40:0) | PS(P-42:6)_2",-0.0549973949212079,10.9504640278838,0.0341222229180857,0.853447077660214,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",3186249.54833984,2715623.78710938,2911423.13427734,2664789.71289062,1543810.23999023,2504082.68945312,4042150.31103516,1689746.10595703,3950776.25,3125772.17626953,1194834.1965332,222238.454101562
"PS(40:1)",-0.224961647434075,8.08293825566607,0.572402345524551,0.449305864395808,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",379093.991882324,321794.523925781,237605.256896973,337062.383972168,208013.772033691,304165.242248535,557765.429016113,219490.416320801,434260.049499512,275458.802978516,302232.16204834,49230.4033813477
"PS(40:2)",-0.0887045837556047,8.29411082068602,0.0888186067804781,0.765684459157227,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",470906.815368652,418647.09173584,376794.967834473,422320.386291504,240823.400817871,406238.570373535,579814.52520752,365507.36517334,455757.18939209,382120.187805176,304206.881530762,44190.7833862305
"PS(40:3)",-0.0865029024254482,7.72733732408731,0.084460154153021,0.771341738814746,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",299654.159545898,235224.334350586,175565.448852539,284114.35949707,148575.809387207,279504.459716797,327900.702026367,268446.481323242,251350.955200195,262393.077026367,161595.949829102,43933.4432373047
"PS(40:4)",-0.159312010278457,7.95198764459094,0.286813530784684,0.592269768077448,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",362817.407714844,290665.001586914,227320.01574707,345743.401733398,192327.393920898,343559.682250977,469431.290405273,257596.72064209,364895.603149414,250231.198974609,297836.083007812,37970.9425048828
"PS(40:5)",-0.176062015034212,8.16528017581436,0.350380457108599,0.553897841518083,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",424165.970825195,365441.164916992,270279.139526367,384419.362304688,236445.471923828,387277.666137695,600238.759887695,270466.256103516,484344.163818359,288756.578125,330591.408813477,40158.2827148438
"PS(40:7)",-0.400582551252293,8.69636651063597,1.81770414178663,0.177586802240404,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",634394.517333984,516836.273803711,378152.148193359,531207.051513672,316583.103027344,493477.697875977,897964.790893555,370535.222900391,783833.641113281,447363.952636719,660227.481445312,46177.2233886719
"PS(40:8)",-0.418746971091288,8.56926484936541,1.9864542175128,0.158712116381681,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",545928.899902344,452947.034667969,361406.046875,447503.573120117,290011.718994141,411629.116333008,863596.997070312,333378.943786621,743255.394165039,404703.366943359,526853.918579102,50383.1634521484
"PS(40:9)",-0.184727820140756,7.80487803813661,0.385764457404321,0.534534227872881,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",299400.902099609,275079.559875488,205438.715698242,271193.379394531,174015.810791016,253459.514892578,414406.549621582,220539.935668945,336115.545837402,240326.778869629,224419.414794922,42132.1832275391
"PS(42:0)",-0.0324619518281447,7.4345455964887,0.0118822663672518,0.913197882981601,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",242081.095397949,204056.277648926,163460.530822754,226288.876953125,128289.307861328,227730.99597168,326192.942687988,167307.692077637,220575.05670166,200590.112609863,125442.748413086,34953.9422607422
"PS(42:10)",0.0284482010540693,7.63035419329443,0.00911398617790837,0.923943742253459,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",312569.344726562,234110.094787598,174403.17364502,306933.940185547,148037.352233887,303680.88293457,327207.44152832,226220.874938965,228646.057434082,268633.876831055,154292.110412598,33783.1824951172
"PS(42:11)",-0.171924691355743,7.85784831120225,0.334085250925114,0.563263388652859,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",332283.086975098,287045.021850586,236025.836791992,297049.961364746,187325.236022949,269094.880615234,426865.422912598,214015.337585449,359671.36328125,258514.57623291,267868.977966309,37693.3623046875
"PS(42:2)",-0.0603479436708234,7.37259000985665,0.0410870728878763,0.839369941795613,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",200233.135803223,167510.830627441,126895.108825684,187389.152404785,101264.207458496,175225.431213379,247737.758239746,132137.407897949,190343.715270996,154734.251525879,120992.948059082,48439.6633911133
"PS(42:3)",0.0154606921216456,8.72647334295417,0.00269268914212261,0.958615443760025,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",433981.131591797,350018.589355469,345393.843505859,418851.010009766,183358.573974609,395598.243408203,523349.965087891,325182.550048828,384541.027099609,337887.222167969,193098.259033203,159107.850341797
"PS(42:4)",-0.0584922793504887,8.65133871576987,0.038598786714374,0.84424564615663,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",656486.040252686,616389.683074951,662413.391571045,603760.033660889,322364.22958374,406594.563690186,682991.699920654,645269.765716553,596909.797027588,588805.958404541,346841.657806397,34620.302520752
"PS(42:5)",-0.0233943422115544,7.53129548152446,0.00617013132000465,0.937390412883224,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",261219.936523438,243584.218994141,171990.771606445,241273.256713867,147590.648742676,225048.393554688,353146.406311035,164443.350585938,249090.976806641,207846.932861328,143702.131591797,36057.1025390625
"PS(42:6)",-0.00444064955150659,7.9993823453103,0.000222229655264528,0.988106080837152,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",384434.946411133,343286.500976562,238977.215820312,352057.006591797,206582.213500977,333650.866577148,470533.470336914,260423.83972168,359818.564086914,300926.142211914,189851.394775391,45000.9031982422
"PS(42:7)",-0.0560275604654248,7.80397515429901,0.0354122933517829,0.850734340092052,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",311798.623779297,275242.402526855,197123.337768555,289598.524719238,165619.449157715,285443.104431152,422185.885803223,211152.576171875,290513.177978516,262633.740112305,167183.292297363,45354.5230102539
"PS(42:8)",-0.104070091915349,7.63608276277004,0.122284990705907,0.726569326033503,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",270746.982543945,246245.43182373,194597.335327148,254109.837524414,150997.049804688,243709.217041016,376636.566223145,196615.775054932,278122.340148926,233966.675476074,165514.370788574,37561.4426269531
"PS(42:9)",-0.014507705249255,7.40267986559831,0.002372410780481,0.961152478810568,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",219531.934082031,192244.691589355,140367.529663086,207674.694580078,115290.769470215,192585.815795898,278529.760986328,147869.133605957,194314.857910156,177436.93157959,115430.428527832,43368.7630615234
"PS(44:0)",-0.0106933928497887,7.44538163364519,0.00128881618184095,0.971362027216825,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",321385.504302979,178488.471954346,122165.489593506,249323.678497314,137036.786712646,299296.55960083,254048.0362854,221423.959228516,165517.052642822,292480.063690186,150297.691619873,27669.4020690918
"PS(44:1)",-0.010845093044886,7.06494963354316,0.0013256307620395,0.970956068459945,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",186451.232772827,157678.511764526,122638.087135315,177434.412902832,99555.5674743652,163637.932479858,238017.595275879,128032.751159668,158871.551994324,159929.230255127,92776.3274230957,28943.7617797852
"PS(44:10)",0.0578942848207372,7.33186443308556,0.0377204100896051,0.846005635605507,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",237693.257019043,195892.775665283,142210.489105225,246677.716888428,116581.366790771,226404.316192627,264031.144012451,180960.791229248,184544.392974854,191706.975158691,110838.867523193,31683.082244873
"PS(44:2)",0.0646307869922782,7.05286509490298,0.0470014235593226,0.828365679435167,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",163651.113166809,164281.970916748,119236.330993652,170791.171539307,106880.907020569,161691.23299408,213595.052890778,112545.368793488,153672.751808167,136082.328994751,95064.4660339355,31615.4020462036
"PS(44:4)",-0.0480469358881863,7.28602884080113,0.0260382176252278,0.871807018743928,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",219886.49571991,204518.015068054,146608.630882263,210133.492271423,119278.347923279,195620.836662293,263980.561882019,175079.991661072,188654.852836609,220116.997428894,113017.846855164,29208.8823318481
"PS(44:5)",-0.00695822688141636,7.1459332119574,0.000545656741451239,0.981363672681688,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",192642.052734375,172181.192810059,121853.468505859,185465.932434082,104353.167419434,182491.914916992,249160.156951904,134308.008361816,171669.86932373,168292.192947388,95280.007232666,30944.3621826172
"PS(44:6)",-0.017741455079519,7.2502207946408,0.00354812153318562,0.952501210236598,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",206792.573242188,188491.536621094,132409.388427734,213799.59576416,119447.587310791,201702.772338867,278718.119567871,153918.249603271,189430.694366455,186597.23727417,107267.107208252,30051.7622070312
"PS(44:7)",-0.0155093089955979,7.58712104217402,0.00271137149866262,0.958472254473745,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",333191.264282227,198278.173339844,146795.711425781,266977.720947266,164355.372161865,303526.663696289,292347.993591309,221116.237426758,201518.234985352,311647.259674072,162679.229736328,31940.1622314453
"PS(44:8)",-0.0388580668017612,7.13733488061442,0.0170279827090667,0.896177726780235,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",198863.395111084,170989.313262939,120856.810943604,184477.21395874,109932.587921143,178374.952606201,254688.338104248,150070.510772705,171289.510345459,171473.05178833,98053.2471008301,28669.3219299316
"PS(O-20:0)",0.0326675991407198,7.90730986634151,0.0120168584244311,0.912709612558908,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",134328.729125977,160947.033081055,93652.0063476562,139518.828857422,58702.2235107422,120247.587036133,190095.73449707,69998.1853027344,140369.408081055,117528.507568359,53021.2414550781,133555.991088867
"PS(O-28:0)",-0.123322098518344,8.53288075802574,0.171770153838679,0.678543383888447,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",548804.196838379,556396.440246582,384297.205505371,530574.386413574,342787.162353516,487904.354797363,785664.637756348,472252.825744629,613224.849914551,465755.436218262,324288.257629395,39644.6428833008
"PS(O-30:0)",-0.028008103865824,8.11993882046673,0.00884474518318256,0.925072214427858,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",398242.308105469,388979.975891113,286245.381652832,385244.788391113,222588.13482666,383278.492858887,472106.500366211,308555.258605957,392520.24017334,366502.427978516,229124.852661133,43759.6231079102
"PS(O-30:1)",0.00578721289727211,8.72478410778884,0.000377362214635468,0.984501418414969,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",722386.827331543,533762.280761719,454379.632507324,715810.37890625,398373.909118652,730571.138916016,695688.403625488,586200.23840332,607726.860229492,698131.460266113,368024.23815918,33959.2824707031
"PS(O-32:0)",0.0452967722608109,7.82545456242391,0.0230977646983206,0.87920311410336,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",287389.019287109,254234.541259766,198249.733520508,279326.002319336,161320.655273438,303874.241088867,327101.002075195,218128.39855957,238212.794799805,272147.438598633,145474.490234375,56403.6838378906
"PS(O-32:1)",0.0429598014422444,8.52949820242903,0.0207772254434531,0.88538749265325,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",463552.293212891,303230.523193359,273169.737792969,452911.455322266,239793.498046875,457443.816162109,431076.992675781,333979.661376953,340032.780029297,435877.051025391,216545.918945312,111223.568359375
"PS(O-34:0)",-0.103237271998493,8.16022242257019,0.120335015615638,0.728671421799478,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",419983.905639648,282323.258911133,240647.799072266,331123.201782227,208982.315307617,365142.312255859,356540.007202148,348195.760742188,290292.287841797,414525.933349609,246765.338256836,63505.3448486328
"PS(O-34:1)",-0.139119888226638,7.67454063018517,0.218648431829024,0.640071680729739,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",297927.939453125,229528.83807373,180252.594177246,265166.72088623,156759.39074707,262325.896972656,329995.742980957,271961.299804688,265174.839050293,259052.25982666,172480.274414062,37481.5023193359
"PS(O-34:2)",0.100586520788529,8.12309166393553,0.113748240093173,0.735916515929376,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",421803.112243652,387096.332885742,280578.197753906,435700.572143555,237904.938537598,428009.489868164,407616.208984375,350172.364196777,297614.284118652,411459.268005371,217697.013916016,41831.9229736328
"PS(O-34:2)_2",0.0768652669270782,7.7181014324158,0.0664621311184419,0.796559331811271,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",272364.537109375,296509.46661377,215922.338867188,298684.581054688,177525.892089844,258457.078613281,331429.825439453,219110.016906738,269887.252990723,235916.101013184,149894.670959473,41146.9431152344
"PS(O-34:4)",-0.0186062789380776,7.38802827054052,0.00390254149999691,0.950188293024059,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",195176.434417725,201714.813934326,146788.512237549,194113.753509521,121817.96987915,195595.49118042,237124.678619385,184037.655609131,191592.236785889,182605.490692139,108254.427581787,42491.9028625488
"PS(O-36:2)",-0.0198460328898718,8.25216215511821,0.0044401234936231,0.946872877453996,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",434893.852233887,443376.752380371,317469.020812988,436034.192932129,280543.760070801,381088.120544434,564245.661193848,326894.06072998,469037.15447998,349567.147094727,262259.636657715,44439.4430541992
"PS(O-36:3)",-0.13729758334161,8.39068852859053,0.212954589662736,0.644461417732499,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",528791.479064941,456489.947937012,349029.041503906,461620.089233398,308253.581420898,427904.611816406,698223.197509766,364431.81829834,573695.256958008,458314.454162598,298104.098022461,38925.3625488281
"PS(O-36:4)",-0.14684353317419,7.94095400655182,0.243630386537916,0.62159626654258,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",378173.307373047,302671.959960938,228812.453491211,310644.684936523,212574.195739746,279696.897460938,498215.821594238,233315.895812988,416665.791870117,317018.544067383,186821.875793457,40284.1828613281
"PS(O-36:5)",-0.0701209987798722,7.63232038260877,0.0554826787524689,0.813783727112132,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PS",222800.2734375,205417.194335938,161584.591918945,209838.315917969,133983.268432617,191611.932250977,261325.35925293,185348.592041016,213029.691650391,205257.711914062,139616.551757812,58682.7044677734
